"","network","state","site_name","description","start","end","latitude","longitude","elev","county","site_id"
"595","SNTL","WY","burgess junction ","Lower East Fork Big Goose Creek (100901010202)",1979-10-01,2019-12-10,44.79,-107.53,2402,"Sheridan",377
"596","SNTL","WY","divide peak ","Cottonwood Creek-Little Snake River (140500030203)",1979-10-01,2019-12-10,41.3,-107.15,2707,"Carbon",449
"597","SNTL","WY","evening star ","Table Creek-Clarks Fork Yellowstone River (100700060301)",1979-10-01,2019-12-10,44.65,-109.78,2804,"Park",472
"598","SNTL","WY","hansen sawmill ","Upper South Clear Creek (100902060101)",1979-10-01,2019-12-10,44.26,-106.98,2548,"Johnson",512
"599","SNTL","WY","indian creek ","Middle Dry Muddy Creek (140401070502)",1979-10-01,2019-12-10,42.3,-110.68,2873,"Lincoln",544
"600","SNTL","WY","kirwin ","Bonne Creek-Greybull River (100800090101)",1979-10-01,2019-12-10,43.86,-109.32,2911,"Park",560
"601","SNTL","WY","loomis park ","Tosi Creek (140401010201)",1979-10-01,2019-12-10,43.17,-110.14,2512,"Sublette",597
"602","SNTL","WY","marquette ","Carter Creek-South Fork Shoshone River (100800130303)",1979-10-01,2019-12-10,44.3,-109.24,2670,"Park",616
"603","SNTL","WY","owl creek ","Dry Cottonwood Creek (100800070103)",1979-10-01,2019-12-10,43.66,-109.01,2736,"Hot Springs",676
"604","SNTL","WY","parker peak ","Sour Creek (100700010502)",1979-10-01,2019-12-10,44.73,-109.91,2865,"Park",683
"605","SNTL","WY","reno hill ","Mountain Home Number 1 Reservoir-North Platte River (101800070901)",1979-10-01,2019-12-10,42.57,-106.09,2560,"Natrona",716
"606","SNTL","WY","sand lake ","Turpin Creek-Medicine Bow River (101800040101)",1979-10-01,2019-12-10,41.46,-106.28,3063,"Carbon",731
"607","SNTL","WY","townsend creek ","Sand Creek (100800030203)",1979-10-01,2019-12-10,42.7,-108.9,2652,"Fremont",826
"608","SNTL","WY","two ocean plateau ","De Lacy Creek (170401010201)",1979-10-01,2019-12-10,44.15,-110.22,2816,"Teton",837
"609","SNTL","WY","willow creek ","Tygee Creek (170401050204)",1979-10-01,2019-12-10,42.82,-110.84,2463,"Lincoln",868
"610","SNTL","WY","windy peak ","Middle Bear Creek (101800080802)",1979-10-01,2019-12-10,42.28,-105.58,2408,"Albany",872
"611","SNTL","WY","wolverine ","Crazy Creek (100700060104)",1979-10-01,2019-12-10,44.8,-109.66,2332,"Park",875
"612","SNTL","WY","younts peak ","East Fork Creek (100800130103)",1979-10-01,2019-12-10,43.93,-109.82,2545,"Park",878
"613","SNTL","AK","indian pass ","Indian Creek (190203020701)",1978-10-01,2019-12-10,61.07,-149.48,716,"Anchorage",946
"614","SNTL","AZ","coronado trail ","Coleman Creek (150400040501)",1978-10-01,2019-12-10,33.8,-109.15,2560,"Apache",416
"615","SNTL","AZ","fry ","Fry Canyon (150602020501)",1978-10-01,2019-12-10,35.07,-111.84,2195,"Coconino",488
"616","SNTL","CA","ebbetts pass ","Silver Creek (160502010104)",1978-10-01,2019-12-10,38.55,-119.8,2640,"Alpine",462
"617","SNTL","CA","hagans meadow ","Trout Creek (160501010302)",1978-10-01,2019-12-10,38.85,-119.94,2360,"El Dorado",508
"618","SNTL","CA","heavenly valley ","Trout Creek (160501010302)",1978-10-01,2019-12-10,38.92,-119.92,2601,"El Dorado",518
"619","SNTL","CA","independence camp ","Independence Creek (160501020102)",1978-10-01,2019-12-10,39.45,-120.29,2128,"Sierra",539
"620","SNTL","CA","independence lake ","Sagehen Creek (160501020104)",1978-10-01,2019-12-10,39.43,-120.31,2541,"Nevada",541
"621","SNTL","CA","lobdell lake ","Deep Creek (160503020201)",1978-10-01,2019-12-10,38.44,-119.37,2819,"Mono",587
"622","SNTL","CA","sonora pass ","Leavitt Creek-West Walker River (160503020104)",1978-10-01,2019-12-10,38.31,-119.6,2673,"Mono",771
"623","SNTL","CA","virginia lakes ridge ","Virginia Creek (160503010103)",1978-10-01,2019-12-10,38.07,-119.23,2865,"Mono",846
"624","SNTL","CO","burro mountain ","North Elk Creek (140500050302)",1978-10-01,2019-12-10,39.88,-107.6,2865,"Rio Blanco",378
"625","SNTL","CO","cascade ","Headwaters Cascade Creek (140801040201)",1978-10-01,2019-12-10,37.65,-107.81,2707,"San Juan",386
"626","SNTL","CO","columbine ","Upper Grizzly Creek (101800010102)",1978-10-01,2019-12-10,40.39,-106.6,2792,"Jackson",408
"627","SNTL","CO","copper mountain ","West Tenmile Creek (140100020302)",1978-10-01,2019-12-10,39.49,-106.17,3216,"Summit",415
"628","SNTL","CO","culebra #2 ","Headwaters Culebra Creek (130100020902)",1978-10-01,2019-12-10,37.21,-105.2,3200,"Costilla",430
"629","SNTL","CO","deadman hill ","Lower Dale Creek (101900070502)",1978-10-01,2019-12-10,40.81,-105.77,3115,"Larimer",438
"630","SNTL","CO","elk river ","Steamboat Lake (140500010206)",1978-10-01,2019-12-10,40.85,-106.97,2652,"Routt",467
"631","SNTL","CO","joe wright ","Joe Wright Creek (101900070204)",1978-10-01,2019-12-10,40.53,-105.89,3085,"Larimer",551
"632","SNTL","CO","lake eldora ","Middle Boulder Creek (101900050402)",1978-10-01,2019-12-10,39.94,-105.59,2957,"Gilpin",564
"633","SNTL","CO","lake irene ","Headwaters Colorado River (140100010302)",1978-10-01,2019-12-10,40.41,-105.82,3261,"Grand",565
"634","SNTL","CO","mineral creek ","Mineral Creek (140801040103)",1978-10-01,2019-12-10,37.85,-107.73,3060,"San Juan",629
"635","SNTL","CO","park reservoir ","Surface Creek (140200050111)",1978-10-01,2019-12-10,39.05,-107.87,3036,"Delta",682
"636","SNTL","CO","porphyry creek ","Porphyry Creek-Tomichi Creek (140200030105)",1978-10-01,2019-12-10,38.49,-106.34,3280,"Gunnison",701
"637","SNTL","CO","tower ","Fish Creek (140500010407)",1978-10-01,2019-12-10,40.54,-106.68,3200,"Routt",825
"638","SNTL","CO","university camp ","North Boulder Creek (101900050401)",1978-10-01,2019-12-10,40.03,-105.58,3139,"Boulder",838
"639","SNTL","CO","upper san juan ","Wolf Creek (140801010203)",1978-10-01,2019-12-10,37.49,-106.84,3109,"Mineral",840
"640","SNTL","CO","vail mountain ","Middle Gore Creek (140100030102)",1978-10-01,2019-12-10,39.62,-106.38,3139,"Eagle",842
"641","SNTL","CO","willow creek pass ","Upper Willow Creek (140100010102)",1978-10-01,2019-12-10,40.35,-106.09,2908,"Grand",869
"642","SNTL","ID","atlanta summit ","Bald Mountain Creek-Middle Fork Boise River (170501110204)",1978-10-01,2019-12-10,43.76,-115.24,2310,"Elmore",306
"643","SNTL","ID","cozy cove ","Deadwood River-Deadwood Reservoir (170501200403)",1978-10-01,2019-12-10,44.29,-115.66,1646,"Valley",423
"644","SNTL","ID","deadwood summit ","Stratton Creek-Deadwood River (170501200401)",1978-10-01,2019-12-10,44.55,-115.56,2091,"Valley",439
"645","SNTL","ID","franklin basin ","Upper Cub River (160102020501)",1978-10-01,2019-12-10,42.05,-111.6,2481,"Franklin",484
"646","SNTL","ID","galena summit ","Headwaters Big Wood River (170402190101)",1978-10-01,2019-12-10,43.87,-114.71,2676,"Blaine",490
"647","SNTL","ID","graham guard sta. ","Big Silver Creek-North Fork Boise River (170501110303)",1978-10-01,2019-12-10,43.95,-115.27,1734,"Elmore",496
"648","SNTL","ID","howell canyon ","Howell Creek (170402090602)",1978-10-01,2019-12-10,42.32,-113.62,2432,"Cassia",534
"649","SNTL","ID","humboldt gulch ","Canyon Creek-Upper South Fork Coeur d'Alene River (170103020102)",1978-10-01,2019-12-10,47.53,-115.78,1295,"Shoshone",535
"650","SNTL","ID","lookout ","Little North Fork South Fork Coeur d'Alene River-South Fork Coeur d'Alene River (170103020101)",1978-10-01,2019-12-10,47.46,-115.7,1582,"Shoshone",594
"651","SNTL","ID","mill creek summit ","Upper Yankee Fork (170602010501)",1978-10-01,2019-12-10,44.47,-114.49,2682,"Custer",627
"652","SNTL","ID","mosquito ridge ","Upper North Fork Coeur d'Alene River (170103010101)",1978-10-01,2019-12-10,48.06,-116.23,1603,"Shoshone",645
"653","SNTL","ID","sheep mtn. ","Horse Creek-Willow Creek (170402050304)",1978-10-01,2019-12-10,43.21,-111.69,2027,"Bingham",749
"654","SNTL","ID","slug creek divide ","Headwaters Slug Creek (170402070201)",1978-10-01,2019-12-10,42.56,-111.3,2202,"Caribou",761
"655","SNTL","ID","somsen ranch ","Upper Lanes Creek (170402070101)",1978-10-01,2019-12-10,42.95,-111.36,2073,"Caribou",770
"656","SNTL","ID","south mtn. ","Deer Creek-Big Boulder Creek (170501080205)",1978-10-01,2019-12-10,42.76,-116.9,1981,"Owyhee",774
"657","SNTL","ID","sunset ","Canyon Creek-Upper South Fork Coeur d'Alene River (170103020102)",1978-10-01,2019-12-10,47.56,-115.82,1689,"Shoshone",803
"658","SNTL","ID","swede peak ","Upper Muldoon Creek (170402210301)",1978-10-01,2019-12-10,43.63,-113.97,2329,"Blaine",805
"659","SNTL","ID","trinity mtn. ","Roaring River (170501110703)",1978-10-01,2019-12-10,43.63,-115.44,2368,"Elmore",830
"660","SNTL","ID","vienna mine ","Smiley Creek (170602010201)",1978-10-01,2019-12-10,43.8,-114.85,2731,"Blaine",845
"661","SNTL","MT","copper bottom ","Copper Creek (170102030103)",1978-10-01,2019-12-10,47.06,-112.6,1585,"Lewis And Clark",413
"662","SNTL","MT","copper camp ","Copper Creek (170102030103)",1978-10-01,2019-12-10,47.08,-112.73,2118,"Lewis And Clark",414
"663","SNTL","MT","s fork shields ","Bennett Creek-Shields River (100700030301)",1978-10-01,2019-12-10,46.09,-110.43,2469,"Park",725
"664","SNTL","MT","wood creek ","Wood Creek (100301040202)",1978-10-01,2019-12-10,47.45,-112.81,1817,"Lewis And Clark",876
"665","SNTL","NM","bateman ","Montoya Canyon-Canjilon Creek (130201020901)",1978-10-01,2019-12-10,36.51,-106.32,2835,"Rio Arriba",316
"666","SNTL","NM","chamita ","Rio Chamita (130201020204)",1978-10-01,2019-12-10,36.96,-106.66,2560,"Rio Arriba",394
"667","SNTL","NM","hopewell ","Jarosa Creek-Rio Vallecitos (130201021401)",1978-10-01,2019-12-10,36.72,-106.26,3048,"Rio Arriba",532
"668","SNTL","NM","lookout mountain ","Taylor Creek (150400010402)",1978-10-01,2019-12-10,33.36,-107.83,2591,"Sierra",595
"669","SNTL","NM","north costilla ","Casias Creek-Costillo Creek (130201010101)",1978-10-01,2019-12-10,36.99,-105.26,3231,"Taos",665
"670","SNTL","NM","red river pass #2 ","Upper Red River (130201010301)",1978-10-01,2019-12-10,36.7,-105.34,3002,"Colfax",715
"671","SNTL","NM","signal peak ","Lake Roberts-Sapillo Creek (150400010803)",1978-10-01,2019-12-10,32.92,-108.15,2548,"Grant",755
"672","SNTL","NM","silver creek divide ","Mineral Creek (150400040605)",1978-10-01,2019-12-10,33.37,-108.71,2743,"Catron",757
"673","SNTL","NV","big bend ","Martin Creek (170501040104)",1978-10-01,2019-12-10,41.76,-115.69,2103,"Elko",336
"674","SNTL","NV","corral canyon ","Corral Creek (160401030401)",1978-10-01,2019-12-10,40.28,-115.54,2574,"Elko",417
"675","SNTL","NV","dorsey basin ","Lower Secret Creek (160401010604)",1978-10-01,2019-12-10,40.89,-115.21,2409,"Elko",453
"676","SNTL","NV","jack creek upper ","Upper Harrington Creek (170501050201)",1978-10-01,2019-12-10,41.55,-116.01,2249,"Elko",548
"677","SNTL","NV","marlette lake ","Sand Harbor-Frontal Lake Tahoe (160501010201)",1978-10-01,2019-12-10,39.16,-119.9,2403,"Carson City",615
"678","SNTL","NV","seventysix creek ","Annie Creek-Bruneau River (170501020108)",1978-10-01,2019-12-10,41.74,-115.47,2240,"Elko",746
"679","SNTL","OR","arbuckle mtn ","Upper Fivemile Creek (170702020604)",1978-10-01,2019-12-10,45.19,-119.25,1759,"Morrow",304
"680","SNTL","OR","billie creek divide ","Seldom Creek (180102030201)",1978-10-01,2019-12-10,42.41,-122.27,1609,"Klamath",344
"681","SNTL","OR","blue mountain spring ","Summit Creek (170501160104)",1978-10-01,2019-12-10,44.25,-118.52,1789,"Grant",357
"682","SNTL","OR","bourne ","Cracker Creek (170502030101)",1978-10-01,2019-12-10,44.83,-118.19,1783,"Baker",361
"683","SNTL","OR","bowman springs ","Johnson Creek (170701030401)",1978-10-01,2019-12-10,45.36,-118.47,1381,"Umatilla",362
"684","SNTL","OR","daly lake ","Pyramid Creek (170900060101)",1978-10-01,2019-12-10,44.52,-122.09,1125,"Linn",434
"685","SNTL","OR","fish creek ","Fish Creek (171200030107)",1978-10-01,2019-12-10,42.71,-118.63,2335,"Harney",477
"686","SNTL","OR","fourmile lake ","Upper Fourmile Creek (180102030202)",1978-10-01,2019-12-10,42.44,-122.23,1820,"Klamath",483
"687","SNTL","OR","greenpoint ","Lower West Fork Hood River (170701050603)",1978-10-01,2019-12-10,45.62,-121.7,1009,"Hood River",504
"688","SNTL","OR","high ridge ","Buck Creek-South Fork Umatilla River (170701030103)",1978-10-01,2019-12-10,45.7,-118.11,1500,"Umatilla",523
"689","SNTL","OR","hogg pass ","Parks Creek-Lost Lake (170900040201)",1978-10-01,2019-12-10,44.42,-121.86,1460,"Linn",526
"690","SNTL","OR","irish taylor ","Deer Creek (170703010106)",1978-10-01,2019-12-10,43.8,-121.95,1689,"Deschutes",545
"691","SNTL","OR","jump off joe ","Sevenmile Creek-South Santiam River (170900060201)",1978-10-01,2019-12-10,44.39,-122.17,1073,"Linn",552
"692","SNTL","OR","lake creek r.s. ","Lake Creek (170501160102)",1978-10-01,2019-12-10,44.21,-118.64,1597,"Grant",563
"693","SNTL","OR","little meadows ","Headwaters Quartzville Creek (170900060301)",1978-10-01,2019-12-10,44.61,-122.23,1225,"Linn",584
"694","SNTL","OR","lucky strike ","West Birch Creek (170701030606)",1978-10-01,2019-12-10,45.27,-118.85,1515,"Umatilla",605
"695","SNTL","OR","mud ridge ","Upper Salmon River (170800010302)",1978-10-01,2019-12-10,45.25,-121.74,1241,"Clackamas",655
"696","SNTL","OR","north fork ","Middle Bull Run River (170800010503)",1978-10-01,2019-12-10,45.55,-122,933,"Multnomah",666
"697","SNTL","OR","red hill ","Lower Middle Fork Hood River (170701050505)",1978-10-01,2019-12-10,45.46,-121.7,1344,"Hood River",712
"698","SNTL","OR","saddle mountain ","Headwaters Tualatin River (170900100201)",1978-10-01,2019-12-10,45.54,-123.37,948,"Washington",726
"699","SNTL","OR","santiam jct. ","Parks Creek-Lost Lake (170900040201)",1978-10-01,2019-12-10,44.44,-121.95,1140,"Linn",733
"700","SNTL","OR","silvies ","Mud Creek (171200030201)",1978-10-01,2019-12-10,42.75,-118.69,2131,"Harney",759
"701","SNTL","OR","snow mountain ","Crowsfoot Creek-Emigrant Creek (171200020501)",1978-10-01,2019-12-10,43.95,-119.54,1899,"Harney",767
"702","SNTL","OR","summer rim ","Headwaters Sycan River (180102020103)",1978-10-01,2019-12-10,42.7,-120.8,2158,"Lake",800
"703","SNTL","OR","summit lake ","Summit Lake (170703020203)",1978-10-01,2019-12-10,43.45,-122.14,1710,"Klamath",801
"704","SNTL","OR","taylor butte ","Chester Spring-Sycan River (180102020606)",1978-10-01,2019-12-10,42.69,-121.43,1533,"Klamath",810
"705","SNTL","OR","taylor green ","South Fork Catherine Creek (170601040502)",1978-10-01,2019-12-10,45.08,-117.55,1750,"Baker",812
"706","SNTL","OR","tipton ","Upper North Fork Burnt River (170502020101)",1978-10-01,2019-12-10,44.66,-118.43,1570,"Baker",821
"707","SNTL","OR","wolf creek ","Upper Wolf Creek (170502030601)",1978-10-01,2019-12-10,45.07,-118.15,1716,"Union",873
"708","SNTL","UT","beaver divide ","Shingle Creek-Provo River (160202030105)",1978-10-01,2019-12-10,40.61,-111.1,2524,"Summit",330
"709","SNTL","UT","ben lomond peak ","Cutler Creek-North Fork Ogden River (160201020302)",1978-10-01,2019-12-10,41.38,-111.94,2344,"Weber",332
"710","SNTL","UT","big flat ","Three Creeks (160300070202)",1978-10-01,2019-12-10,38.3,-112.36,3154,"Beaver",339
"711","SNTL","UT","box creek ","Greenwich Creek (160300020106)",1979-08-01,2019-12-10,38.51,-112.02,3003,"Sevier",364
"712","SNTL","UT","brown duck ","Brown Duck Creek-Lake Fork River (140600030604)",1978-10-01,2019-12-10,40.58,-110.59,3223,"Duchesne",368
"713","SNTL","UT","buck flat ","Ferron Reservoir-Ferron Creek (140600090302)",1978-10-01,2019-12-10,39.13,-111.44,2868,"Sanpete",371
"714","SNTL","UT","bug lake ","Laketown Canyon (160102010102)",1978-10-01,2019-12-10,41.69,-111.42,2434,"Rich",374
"715","SNTL","UT","chalk creek #1 ","East Fork Chalk Creek (160201010301)",1978-10-01,2019-12-10,40.85,-111.05,2795,"Summit",392
"716","SNTL","UT","chalk creek #2 ","East Fork Chalk Creek (160201010301)",1978-10-01,2019-12-10,40.89,-111.07,2502,"Summit",393
"717","SNTL","UT","clear creek #2 ","Upper Soldier Creek (160202020102)",1978-10-01,2019-12-10,39.89,-111.25,2389,"Utah",400
"718","SNTL","UT","currant creek ","Current Creek Reservoir (140600040401)",1978-10-01,2019-12-10,40.36,-111.09,2412,"Wasatch",432
"719","SNTL","UT","daniels-strawberry ","Willow Creek-Strawberry River (140600040101)",1978-10-01,2019-12-10,40.3,-111.26,2441,"Wasatch",435
"720","SNTL","UT","dills camp ","Beaver Creek (140700020201)",1978-10-01,2019-12-10,39.05,-111.47,2813,"Sanpete",444
"721","SNTL","UT","dry bread pond ","Headwaters East Fork Little Bear River Canyon (160102030101)",1978-10-01,2019-12-10,41.41,-111.54,2530,"Cache",455
"722","SNTL","UT","farmington ","Farmington Creek-Frontal Farmington Bay (160201020502)",1978-10-01,2019-12-10,40.97,-111.81,2409,"Davis",474
"723","SNTL","UT","gooseberry rs ","Gooseberry Creek (160300030405)",1979-06-01,2019-12-10,38.8,-111.68,2421,"Sevier",495
"724","SNTL","UT","harris flat ","Swains Creek (160300010104)",1979-08-01,2019-12-10,37.49,-112.58,2375,"Kane",514
"725","SNTL","UT","hayden fork ","Hayden Fork (160101010101)",1978-10-01,2019-12-10,40.8,-110.88,2783,"Summit",517
"726","SNTL","UT","horse ridge ","Blue Fork Creek (160201010601)",1978-10-01,2019-12-10,41.31,-111.45,2499,"Morgan",533
"727","SNTL","UT","indian canyon ","Left Fork Indian Canyon (140600040701)",1978-10-01,2019-12-10,39.89,-110.75,2795,"Duchesne",543
"728","SNTL","UT","kings cabin ","Middle Little Brush Creek (140600100303)",1978-10-01,2019-12-10,40.72,-109.54,2660,"Uintah",559
"729","SNTL","UT","kolob ","Crystal Creek (150100080102)",1978-10-01,2019-12-10,37.53,-113.05,2823,"Iron",561
"730","SNTL","UT","lakefork #1 ","Crystal Creek-Yellowstone River (140600030705)",1978-10-01,2019-12-10,40.6,-110.43,3087,"Duchesne",566
"731","SNTL","UT","little bear ","South Fork Little Bear River (160102030103)",1978-10-01,2019-12-10,41.41,-111.83,1996,"Cache",582
"732","SNTL","UT","long flat ","Pinto Creek (160300061403)",1979-09-01,2019-12-10,37.51,-113.4,2433,"Washington",592
"733","SNTL","UT","mammoth-cottonwood ","Cottonwood Canyon-San Pitch River (160300040203)",1978-10-01,2019-12-10,39.68,-111.32,2655,"Sanpete",612
"734","SNTL","UT","monte cristo ","Sheep Creek (160102030201)",1978-10-01,2019-12-10,41.47,-111.5,2722,"Cache",634
"735","SNTL","UT","mosby mtn. ","Mosby Sink-Dry Fork (140600100702)",1978-10-01,2019-12-10,40.61,-109.89,2912,"Uintah",643
"736","SNTL","UT","parleys summit ","Big Dutch Hollow-East Canyon Creek (160201020103)",1978-10-01,2019-12-10,40.76,-111.63,2312,"Summit",684
"737","SNTL","UT","pickle keg ","Skumpah Creek-Salina Creek (160300030402)",1978-10-01,2019-12-10,39.01,-111.58,2749,"Sevier",691
"738","SNTL","UT","red pine ridge ","Lowry Water (140600090202)",1978-10-01,2019-12-10,39.45,-111.27,2740,"Emery",714
"739","SNTL","UT","seeley creek ","Seely Creek (140600090203)",1978-10-01,2019-12-10,39.31,-111.43,3019,"Sanpete",742
"740","SNTL","UT","smith  morehouse ","Moffit Creek-Weber River (160201010203)",1978-10-01,2019-12-10,40.79,-111.09,2326,"Summit",763
"741","SNTL","UT","steel creek park ","West Fork Smiths Fork (140401070203)",1978-10-01,2019-12-10,40.91,-110.5,3096,"Summit",790
"742","SNTL","UT","strawberry divide ","Mud Creek (140600040103)",1978-10-01,2019-12-10,40.16,-111.21,2476,"Wasatch",795
"743","SNTL","UT","timpanogos divide ","Middle American Fork Canyon (160202010802)",1978-10-01,2019-12-10,40.43,-111.62,2481,"Utah",820
"744","SNTL","UT","tony grove lake ","Tony Grove Creek (160102030304)",1978-10-01,2019-12-10,41.9,-111.63,2583,"Cache",823
"745","SNTL","UT","trial lake ","Spring Canyon-Provo River (160202030102)",1978-10-01,2019-12-10,40.68,-110.95,3046,"Summit",828
"746","SNTL","UT","trout creek ","North Fork Ashley Creek (140600100802)",1978-10-01,2019-12-10,40.74,-109.67,2901,"Uintah",833
"747","SNTL","UT","vernon creek ","Vernon Creek (160203040102)",1978-10-01,2019-12-10,39.94,-112.41,2256,"Tooele",844
"748","SNTL","UT","white river #1 ","Right Fork White River (140600070102)",1978-10-01,2019-12-10,39.96,-110.99,2634,"Wasatch",864
"749","SNTL","UT","widtsoe #3 ","Sweetwater Creek (160300020403)",1978-10-01,2019-12-10,37.84,-111.88,2938,"Garfield",865
"750","SNTL","WA","bumping ridge ","Upper Bumping River (170300020105)",1978-10-01,2019-12-10,46.81,-121.33,1405,"Yakima",375
"751","SNTL","WA","lone pine ","Upper Clear Creek (170800020203)",1978-10-01,2019-12-10,46.27,-121.96,1198,"Skamania",591
"752","SNTL","WA","lyman lake ","Upper Railroad Creek (170200090203)",1978-10-01,2019-12-10,48.2,-120.92,1823,"Chelan",606
"753","SNTL","WA","morse lake ","Upper American River (170300020106)",1978-10-01,2019-12-10,46.91,-121.48,1649,"Yakima",642
"754","SNTL","WA","park creek ridge ","Park Creek-Stehekin River (170200090106)",1978-10-01,2019-12-10,48.44,-120.92,1402,"Chelan",681
"755","SNTL","WA","surprise lakes ","Big Creek (170800020107)",1978-10-01,2019-12-10,46.09,-121.76,1308,"Skamania",804
"756","SNTL","WA","trough ","Colockum Creek (170200100402)",1978-10-01,2019-12-10,47.23,-120.29,1670,"Kittitas",832
"757","SNTL","WY","blind bull sum ","Forty Rod Creek (140401010402)",1978-10-01,2019-12-10,42.96,-110.61,2637,"Sublette",353
"758","SNTL","WY","bone springs div ","Granite Creek-Shell Creek (100800100102)",1978-10-01,2019-12-10,44.68,-107.58,2850,"Sheridan",358
"759","SNTL","WY","burroughs creek ","West Du Noir Creek (100800010102)",1978-10-01,2019-12-10,43.7,-109.67,2667,"Fremont",379
"760","SNTL","WY","cloud peak reservoir ","Upper South Piney Creek (100902060301)",1978-10-01,2019-12-10,44.4,-107.06,3005,"Johnson",402
"761","SNTL","WY","dome lake ","Lower North Tongue River (100901010102)",1978-10-01,2019-12-10,44.57,-107.3,2707,"Sheridan",451
"762","SNTL","WY","hobbs park ","Lower Middle Popo Agie River (100800030207)",1978-10-01,2019-12-10,42.87,-109.09,3078,"Fremont",525
"763","SNTL","WY","laprele creek ","Upper Sage Creek (101800071201)",1978-10-01,2019-12-10,42.44,-105.86,2553,"Converse",571
"764","SNTL","WY","little warm ","Little Warm Spring Creek-Wind River (100800010212)",1978-10-01,2019-12-10,43.5,-109.75,2856,"Fremont",585
"765","SNTL","WY","middle powder ","Little Canyon Creek (100800080205)",1978-10-01,2019-12-10,43.63,-107.18,2365,"Washakie",625
"766","SNTL","WY","shell creek ","Willett Creek-Shell Creek (100800100101)",1978-10-01,2019-12-10,44.5,-107.43,2920,"Big Horn",751
"767","SNTL","WY","spring creek divide ","Spring Creek-Green River (140401011001)",1978-10-01,2019-12-10,42.53,-110.66,2743,"Sublette",779
"768","SNTL","WY","sucker creek ","West Fork Big Goose Creek (100901010203)",1978-10-01,2019-12-10,44.72,-107.4,2707,"Sheridan",798
"769","SNTL","WY","sylvan lake ","Chipmunk Creek (100700010404)",1978-10-01,2019-12-10,44.48,-110.16,2566,"Park",806
"770","SNTL","CA","cedar pass ","Thoms Creek (180200020603)",1977-10-01,2019-12-10,41.58,-120.3,2143,"Modoc",391
"771","SNTL","ID","mores creek summit ","Middle Crooked River (170501110503)",1978-09-01,2019-12-10,43.93,-115.67,1859,"Boise",637
"772","SNTL","MT","mule creek ","Birch Creek (100200041303)",1977-10-01,2019-12-10,45.41,-112.96,2530,"Beaverhead",656
"773","SNTL","MT","nevada ridge ","Poorman Creek (170102030302)",1977-10-01,2019-12-10,46.84,-112.51,2140,"Lewis And Clark",903
"774","SNTL","UT","clear creek #1 ","Upper Soldier Creek (160202020102)",1978-01-01,2019-12-10,39.87,-111.28,2736,"Utah",399
"775","SNTL","MT","barker lakes ","Warm Springs Creek-West Valley (170102010304)",1977-08-01,2019-12-10,46.1,-113.13,2515,"Deer Lodge",313
"776","SNTL","MT","basin creek ","Basin Creek (170102010201)",1976-10-01,2019-12-10,45.8,-112.52,2188,"Silver Bow",315
"777","SNTL","MT","beagle springs ","Upper Nicholia Creek (100200010501)",1976-10-01,2019-12-10,44.47,-112.98,2697,"Beaverhead",318
"778","SNTL","MT","bloody dick ","Upper Bloody Dick Creek (100200011002)",1976-10-01,2019-12-10,45.17,-113.5,2316,"Beaverhead",355
"779","SNTL","MT","boulder mountain ","Upper Camas Creek (100301030501)",1976-10-01,2019-12-10,46.56,-111.29,2423,"Meagher",360
"780","SNTL","MT","box canyon ","Headwaters Boulder River (100700020902)",1976-10-01,2019-12-10,45.27,-110.25,2033,"Park",363
"781","SNTL","MT","daisy peak ","Mud Creek (100402010106)",1977-09-01,2019-12-10,46.67,-110.33,2316,"Meagher",919
"782","SNTL","MT","darkhorse lake ","Headwaters Big Hole River (100200040301)",1977-08-01,2019-12-10,45.17,-113.58,2726,"Beaverhead",436
"783","SNTL","MT","hand creek ","Squaw Meadows Creek (170102100304)",1976-10-01,2019-12-10,48.31,-114.84,1535,"Flathead",510
"784","SNTL","MT","lower twin ","Upper North Meadow Creek (100200071101)",1976-10-01,2019-12-10,45.51,-111.92,2408,"Madison",603
"785","SNTL","MT","many glacier ","Swiftcurrent Lake (090400010201)",1976-10-01,2019-12-10,48.8,-113.67,1494,"Glacier",613
"786","SNTL","MT","monument peak ","Headwaters Boulder River (100700020902)",1976-10-01,2019-12-10,45.22,-110.24,2697,"Park",635
"787","SNTL","MT","pickfoot creek ","Upper Camas Creek (100301030501)",1977-06-01,2019-12-10,46.58,-111.27,2027,"Meagher",690
"788","SNTL","MT","placer basin ","Upper East Boulder River (100700020701)",1976-10-01,2019-12-10,45.42,-110.09,2691,"Sweet Grass",696
"789","SNTL","MT","warm springs ","Headwaters Warm Springs Creek (170102010302)",1977-07-01,2019-12-10,46.27,-113.16,2377,"Granite",850
"790","SNTL","NV","pole creek r.s. ","Upper Big Flat Creek (170501021002)",1977-02-01,2019-12-10,41.87,-115.25,2548,"Elko",698
"791","SNTL","MT","emery creek ","Hungry Horse Creek (170102090703)",1975-10-01,2019-12-10,48.43,-113.94,1326,"Flathead",469
"792","SNTL","MT","porcupine ","Porcupine Creek (100700030303)",1975-10-01,2019-12-10,46.11,-110.47,1981,"Park",700
"793","SNTL","NV","bear creek ","West Fork Pine Creek-Jarbidge River (170501020301)",1976-03-01,2019-12-10,41.83,-115.45,2451,"Elko",321
"794","SNTL","WY","bald mtn. ","Commissary Creek-Crooked Creek (100800100501)",1975-10-01,2019-12-10,44.8,-107.84,2859,"Big Horn",309
